文書群番号？,文書番号,枝番1,枝番2,資料名,年号,干支,西暦,月,日,差出人・作成者,印文,宛名,奥書・端裏書・封上書,形態,数量,由来,入手日,情報入力日,情報更新日,所蔵機関,所蔵地点情報,画像データURL,画像公開条件,画像撮影者,備考
3,97,17,,長男出生祝受納帳　,昭和18,,,4,12,滝沢源一,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－097は紐一括。
3,98,0,,香料受納帳,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,1,,野菜受納帳　,明治34,,,旧5,17,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。表紙に「親父死去ノ節」とあり。
3,98,2,,（去事香料受納帳ヵ）,大正5,,,正,17,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,3,,祖母死去ニ付香代受納帳,昭和元,,,12,30,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,4,,祖母死去ニ付野菜受納帳　,昭和元,,,12,30,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,5,,滝沢昭死去ニ付御番料受納帳　,昭和5,,,3,5,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。表紙に「実家ニテ舞葬」とあり。
3,98,6,,滝沢長太死去ニ付御香料受納帳,昭和6,,,5,25,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,7,,滝沢長太死去ニ付御土産［　］,昭和6,,,5,25,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,8,,滝沢紘子　葬儀野菜受納帖,,,,,,滝沢三雄,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,9,,故滝沢ヤス　葬儀御香奠受納帳,昭和23,,,10,18,施主　滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,10,,故母ヤス　葬儀御野菜受納帳,昭和23,,,10,18,施主　滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,11,,母ヤス葬儀招待客,昭和22,,,10,20,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,98,12,,滝沢紘子　葬儀香典受納帖,,,,,,滝沢三雄,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－098は紐一括。
3,99,0,,婚礼御祝帳,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,1,,明治四拾参年度婚礼祝儀受納帳,明治43,,,旧正,4,滝沢オキサ、滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,2,,明治四拾参年度婚礼土産受納帳,明治43,,,旧正,4,滝沢オキサ、滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,3,,婚礼祝儀受納帳　　,明治44,,,正,吉,［滝沢徳次］,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。表紙に「徳次御花ヨメ［　］」とあり。
3,99,4,,土産受納帳,明治44,,,正,吉,［滝沢徳］,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。表紙に「徳次ヨメ取リ」とあり。
3,99,5,,滝沢トクノ婚礼祝儀受納帳,大正4,,,正,吉,滝沢家　,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,6,,献立,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,7,,婚礼祝儀受納帳,昭和8,,,正,吉,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,8,,婚礼土産受納帳,昭和8,,,正,17,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,9,,寿婚礼御祝儀受納帳,昭和15,,,11,23,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,10,,寿婚礼御野菜受納帳,昭和15,,,11,23,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,11,,［四（抹消）］　長女滝沢アツ子　寿家来行祝儀受納帳,昭和16,,,11,19,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,12,,四女滝沢アツ子　寿家来行野菜受納帳,昭和16,,,11,19,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,13,,四女滝沢アツ子　寿家来行招待客,昭和16,,,11,19,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,14,,四女滝沢アツ子　寿家来行献立帳,昭和16,,,11,19,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,15,,二男滝沢二男　婚礼祝儀受納帳,昭和29,,,12,1,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,16,,二男滝沢二男　婚礼野菜受納帳,昭和29,,,12,1,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,17,,婚礼献立,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,18,,目録,,,,3,25,渡部義美,,滝沢徳次様,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,19,,次女滝沢アイ子　寿家来行祝儀受納帳,昭和22,,,3,25,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,20,,招待客,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,21,,次女滝沢アイ子　寿家来行野菜受納帳,昭和22,,,3,25,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,22,,婚礼献立,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,23,,目録,昭和15,,,11,23,新国長次,,滝沢徳次様,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,24,,滝沢三男　寿婚礼御祝儀受納帳,昭和18,,,11,3,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,25,,（献立ヵ）,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,26,,目録,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,27,,下目録,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,28,,目録,,,,,,,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,99,29,,滝沢三男　寿婚礼御野菜受納帳,昭和18,,,11,3,滝沢徳次,,,,横帳合綴,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－099は紐一括。
3,100,0,,紐,,,,,,,,,,紐,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,1,,昭和二十六年中農業経営調査月報　,昭和26,,,,,滝沢源一,,,,用紙綴ヵ,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,2,,昭和二十七年中農業経営調査月報,昭和27,,,,,滝沢源一,,,,用紙（活版印刷）,13（表紙を除く）,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。綴を想定していた？
3,100,3,,農政資料　昭和二十六年度農家経済の動態　,昭和27,,,,,福島県農家経済研究所,,,,冊子（印刷）,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,4,,農政資料　水田単作地帯に於ける農業経営改善に関する調査研究　,昭和27,,,5,,福島県農家経済研究所,,,,冊子（印刷）,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,5,,農業経営改善資料　福島県　農家経済動態調査　昭和27年1月分集計　,（昭和27ヵ）,,,（1ヵ）,,福島県経済部農政課,,,,用紙綴ヵ,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。綴はホッチキス綴ヵ。
3,100,6,,農政資料　昭和二十七年度麦生産費に関する調査,昭和27,,,11,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,7,,昭和26年度米大豆生産費に関する調査,（昭和27ヵ）,,,（3ヵ）,,福島県経済部農政課,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。裏表紙に「胆伸社納」とあり。
3,100,8,,農業経営改善資料　福島県　農家経済動態調査　昭和27年3月～4月　,（昭和27ヵ）,,,（3・4ヵ）,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。裏表紙に「胆伸社納」とあり。
3,100,9,,農業経営改善資料　福島県　農家経済動態調査　昭和27年5月分　,（昭和27ヵ）,,,（5ヵ）,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。裏表紙に「胆伸社納」とあり。
3,100,10,,農業経営改善資料　福島県　農家経済動態調査　昭和27年6月分　,（昭和27ヵ）,,,（6ヵ）,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。
3,100,11,,農業経営改善資料　福島県　農家経済動態調査　昭和27年7月～8月分　,（昭和27ヵ）,,,（7・8ヵ）,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。裏表紙に「胆伸社納」とあり。
3,100,12,,農業経営改善資料　福島県　農家経済動態調査　昭和27年9月～10月分　,（昭和27ヵ）,,,（9・10ヵ）,,福島県農家経済研究所,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。裏表紙に「胆伸社納」とあり。
3,100,13,,昭和二十六年　やさしい農家簿記　横田村　滝沢源一,昭和25,,,11,25,編集者　福島県教育指導農業協同組合連合会、発行者　福島県農家簿記普及会、印刷所　山川印刷所,,,,冊子（活版印刷）,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。年代は発行日。
3,100,14,,昭和二十七年　やさしい農家簿記　横田村　滝沢源一,昭和25,,,11,25,編集者　福島県教育指導農業協同組合連合会、発行者　福島県農家簿記普及会、印刷所　小浜印刷株式会社　小浜寅浜,,,,冊子（活版印刷）,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－100は紐一括。用紙3点挟み込みあり
3,101,0,,紐,,,,,,,,,,紐,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。
3,101,1,,昭和二十三年度　家計簿　,昭和22,,,12,,滝沢源一,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。冊子は「A五表紙共三十二枚　岡本ノート製」。裏表紙に「昭和二十二年十二月以降　金銭収支簿　滝沢源一」・「中等学校用」・「文部省選定」とあり。
3,101,2,,自昭和二十三年八月廿三日　日記　,昭和23,,,8,,滝沢源一,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。裏表紙に「NOTEBOOK（福島県日本勧業銀行）」とあり。
3,101,3,,昭和二十三年度　その日その日　,昭和23,,,,,滝沢源一,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。
3,101,4,,自由日記,昭和21,,,,,滝沢源一,,,,冊子,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。裏表紙に「定価　税込￥3.60」とあり。
3,101,5,,農業経営調査月報,,,,,,,,,,用紙,6,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。
3,101,6,,昭和二十二年度　月報作業実施表　,（昭和22ヵ）,,,,,滝沢源一,,,,,1,ヤフオク,2018年8月16日,2018年8月30日,2018年9月6日,合同会社AMANE,"38.354272, 140.861024",https://flic.kr/s/aHsmn7mQLL,Attribution-ShareAlike 2.0 Generic (CC BY-SA 2.0),合同会社AMANE,003－101は紐一括。
